stock_code,corp_name,label,gics_sector,start_year,end_year
052420,오성첨단소재,0,Materials,2015,2025
053620,태양,0,Materials,2015,2025
052260,현대바이오랜드,0,Materials,2015,2025
038500,삼표시멘트,0,Materials,2015,2025
049830,승일,0,Materials,2015,2025
044480,빌리언스,0,Materials,2015,2025
014620,성광벤드,0,Materials,2015,2025
017480,삼현철강,0,Materials,2015,2025
036670,삼양케이씨아이,0,Materials,2015,2025
048830,엔피케이,0,Materials,2015,2025
045060,오공,0,Materials,2015,2025
036640,HRS,0,Materials,2015,2025
039020,이건홀딩스,0,Materials,2015,2025
037760,쎄니트,0,Materials,2015,2025
039240,경남스틸,0,Materials,2015,2025
037370,EG,0,Materials,2015,2025
001810,무림SP,0,Materials,2015,2025
005290,동진쎄미켐,0,Materials,2015,2025
026040,제이에스티나,0,Materials,2015,2025
037230,한국팩키지,0,Materials,2015,2025
027050,코리아나,0,Materials,2015,2025
005160,동국산업,0,Materials,2015,2025
033500,동성화인텍,0,Materials,2015,2025
009520,포스코엠텍,0,Materials,2015,2025
033050,제이엠아이,0,Materials,2015,2025
019210,와이지-원,0,Materials,2015,2025
030530,원익홀딩스,0,Materials,2015,2025
021040,대호특수강,0,Materials,2015,2025
023600,삼보판지,0,Materials,2015,2025
026910,광진실업,0,Materials,2015,2025
025550,한국선재,0,Materials,2015,2025
024840,KBI메탈,0,Materials,2015,2025
004780,대륙제관,0,Materials,2015,2025
024880,케이피에프,0,Materials,2015,2025
017650,대림제지,0,Materials,2015,2025
023790,동일스틸럭스,0,Materials,2015,2025
006050,국영지앤엠,0,Materials,2015,2025
023410,유진기업,0,Materials,2015,2025
023440,제이스코홀딩스,0,Materials,2015,2025
018290,브이티,0,Materials,2015,2025
023160,태광,0,Materials,2015,2025
007530,와이엠,0,Materials,2015,2025
012620,원일특강,0,Materials,2015,2025
009620,삼보산업,0,Materials,2015,2025
020400,대동금속,0,Materials,2015,2025
014970,삼륭물산,0,Materials,2015,2025
008370,원풍,0,Materials,2015,2025
007770,한일화학,0,Materials,2015,2025
017890,한국알콜,0,Materials,2015,2025
017510,세명전기,0,Materials,2015,2025
009730,이렘,0,Materials,2015,2025
013030,하이록코리아,0,Materials,2015,2025
006920,모헨즈,0,Materials,2015,2025
